time,id,x1,y1,pass
0.2,1,72,806,0
0.2,2,179,260,0
0.2,3,394,330,0
0.2,4,68,309,0
0.2,5,163,518,0
0.2,6,153,315,0
0.2,7,229,351,0
0.2,8,312,353,0
0.2,9,143,237,0
0.2,10,292,470,0
0.2,11,317,292,0
0.2,12,406,456,0
0.2,13,219,412,0
0.2,14,219,212,0
0.2,15,34,492,0
0.2,16,203,189,0
0.2,18,33,492,0
0.2,20,468,249,0
0.2,28,292,470,0
0.2,23,283,233,0
0.23333333333333334,1,71,812,0
0.23333333333333334,2,178,260,0
0.23333333333333334,3,394,331,0
0.23333333333333334,4,66,310,0
0.23333333333333334,5,163,519,0
0.23333333333333334,6,152,316,0
0.23333333333333334,7,229,351,0
0.23333333333333334,8,312,353,0
0.23333333333333334,9,142,237,0
0.23333333333333334,12,407,457,0
0.23333333333333334,13,219,412,0
0.23333333333333334,14,218,212,0
0.23333333333333334,15,33,494,0
0.23333333333333334,16,202,189,0
0.23333333333333334,20,468,246,0
0.23333333333333334,32,13,374,0
0.23333333333333334,23,283,233,0
0.26666666666666666,1,71,817,0
0.26666666666666666,2,178,260,0
0.26666666666666666,3,394,331,0
0.26666666666666666,4,65,310,0
0.26666666666666666,5,162,520,0
0.26666666666666666,6,151,317,0
0.26666666666666666,7,229,351,0
0.26666666666666666,8,312,353,0
0.26666666666666666,9,142,238,0
0.26666666666666666,12,408,458,0
0.26666666666666666,13,219,413,0
0.26666666666666666,14,218,211,0
0.26666666666666666,15,32,496,0
0.26666666666666666,16,202,189,0
0.26666666666666666,20,467,245,0
0.26666666666666666,32,12,375,0
0.26666666666666666,23,283,233,0
0.26666666666666666,10,292,471,0
0.26666666666666666,11,317,292,0
0.3,1,70,824,0
0.3,2,177,260,0
0.3,3,394,331,0
0.3,4,64,310,0
0.3,5,161,521,0
0.3,6,150,317,0
0.3,7,229,351,0
0.3,8,312,353,0
0.3,9,141,238,0
0.3,12,408,460,0
0.3,13,218,412,0
0.3,14,217,211,0
0.3,15,32,497,0
0.3,16,202,188,0
0.3,20,465,243,0
0.3,32,11,376,0
0.3,23,283,233,0
0.3,38,62,359,0
0.3,10,292,472,0
0.3,11,317,292,0
0.3,21,260,308,0
0.3333333333333333,1,69,829,0
0.3333333333333333,2,176,261,0
0.3333333333333333,3,394,331,0
0.3333333333333333,4,63,311,0
0.3333333333333333,5,161,521,0
0.3333333333333333,6,150,318,0
0.3333333333333333,7,229,351,0
0.3333333333333333,8,312,353,0
0.3333333333333333,9,140,238,0
0.3333333333333333,12,409,461,0
0.3333333333333333,13,218,412,0
0.3333333333333333,14,216,210,0
0.3333333333333333,15,31,499,0
0.3333333333333333,16,201,188,0
0.3333333333333333,20,465,241,0
0.3333333333333333,32,10,376,0
0.3333333333333333,23,283,233,0
0.3333333333333333,38,60,363,0
0.3333333333333333,10,291,472,0
0.3333333333333333,11,317,292,0
0.3333333333333333,41,409,461,0
0.3333333333333333,21,260,308,0
0.3333333333333333,17,333,225,0
0.36666666666666664,1,69,835,0
0.36666666666666664,2,175,261,0
0.36666666666666664,3,394,331,0
0.36666666666666664,4,62,311,0
0.36666666666666664,5,160,522,0
0.36666666666666664,6,149,319,0
0.36666666666666664,7,229,351,0
0.36666666666666664,8,312,353,0
0.36666666666666664,9,139,237,0
0.36666666666666664,12,409,462,0
0.36666666666666664,13,218,412,0
0.36666666666666664,14,216,210,0
0.36666666666666664,15,31,501,0
0.36666666666666664,16,200,187,0
0.36666666666666664,32,9,376,0
0.36666666666666664,23,283,233,0
0.36666666666666664,38,57,365,0
0.36666666666666664,10,291,473,0
0.36666666666666664,11,317,293,0
0.36666666666666664,41,408,461,0
0.36666666666666664,21,259,307,0
0.4,1,68,840,0
0.4,2,175,261,0
0.4,3,394,331,0
0.4,4,61,312,0
0.4,5,160,523,0
0.4,6,147,319,0
0.4,7,229,350,0
0.4,8,312,353,0
0.4,9,138,237,0
0.4,12,408,462,0
0.4,13,218,412,0
0.4,14,216,209,0
0.4,15,30,503,0
0.4,16,200,187,0
0.4,32,8,377,0
0.4,23,282,233,0
0.4,38,55,367,0
0.4,10,291,473,0
0.4,11,317,292,0
0.4,41,408,462,0
0.4,21,259,307,0
0.4,46,385,252,0
0.43333333333333335,1,68,843,0
0.43333333333333335,2,173,262,0
0.43333333333333335,3,394,331,0
0.43333333333333335,4,60,312,0
0.43333333333333335,5,159,524,1
0.43333333333333335,6,147,320,0
0.43333333333333335,7,229,350,0
0.43333333333333335,8,312,353,0
0.43333333333333335,9,138,237,0
0.43333333333333335,12,408,464,0
0.43333333333333335,13,217,412,0
0.43333333333333335,14,215,209,0
0.43333333333333335,15,30,505,0
0.43333333333333335,16,199,186,0
0.43333333333333335,32,7,378,0
0.43333333333333335,23,282,233,0
0.43333333333333335,10,291,473,0
0.43333333333333335,11,317,291,0
0.43333333333333335,41,408,463,0
0.43333333333333335,21,259,307,0
0.43333333333333335,46,385,251,0
0.43333333333333335,17,333,222,0
0.4666666666666667,1,67,845,0
0.4666666666666667,2,173,262,0
0.4666666666666667,3,394,332,0
0.4666666666666667,4,58,313,0
0.4666666666666667,5,158,525,1
0.4666666666666667,6,146,320,0
0.4666666666666667,7,229,350,0
0.4666666666666667,8,312,353,0
0.4666666666666667,9,137,237,0
0.4666666666666667,12,408,465,0
0.4666666666666667,13,217,412,0
0.4666666666666667,14,215,209,0
0.4666666666666667,15,29,507,0
0.4666666666666667,16,199,186,0
0.4666666666666667,32,7,380,0
0.4666666666666667,23,282,233,0
0.4666666666666667,10,290,474,0
0.4666666666666667,11,317,291,0
0.4666666666666667,41,408,464,0
0.4666666666666667,21,259,307,0
0.4666666666666667,17,333,222,0
0.4666666666666667,38,51,374,0
0.5,1,66,847,0
0.5,2,173,262,0
0.5,3,394,332,0
0.5,4,57,314,0
0.5,5,158,526,1
0.5,6,145,321,0
0.5,7,228,350,0
0.5,8,312,353,0
0.5,9,137,236,0
0.5,12,408,466,0
0.5,13,216,413,0
0.5,14,215,209,0
0.5,15,28,510,0
0.5,16,198,186,0
0.5,23,281,232,0
0.5,10,290,475,0
0.5,11,317,291,0
0.5,41,409,465,0
0.5,21,259,306,0
0.5,17,333,222,0
0.5333333333333333,1,65,849,0
0.5333333333333333,2,173,262,0
0.5333333333333333,3,394,332,0
0.5333333333333333,4,55,314,0
0.5333333333333333,5,157,528,1
0.5333333333333333,6,145,322,0
0.5333333333333333,7,228,350,0
0.5333333333333333,8,311,353,0
0.5333333333333333,9,136,236,0
0.5333333333333333,12,409,467,0
0.5333333333333333,13,216,414,0
0.5333333333333333,14,215,208,0
0.5333333333333333,15,27,511,0
0.5333333333333333,16,198,185,0
0.5333333333333333,23,281,231,0
0.5333333333333333,10,290,475,0
0.5333333333333333,11,317,291,0
0.5333333333333333,21,259,306,0
0.5333333333333333,17,333,221,0
0.5666666666666667,1,64,836,0
0.5666666666666667,2,173,262,0
0.5666666666666667,3,394,332,0
0.5666666666666667,4,55,315,0
0.5666666666666667,5,156,529,1
0.5666666666666667,6,145,323,0
0.5666666666666667,7,228,350,0
0.5666666666666667,8,311,354,0
0.5666666666666667,9,135,237,0
0.5666666666666667,12,409,468,0
0.5666666666666667,13,215,414,0
0.5666666666666667,14,214,208,0
0.5666666666666667,15,27,513,0
0.5666666666666667,16,197,185,0
0.5666666666666667,23,281,231,0
0.5666666666666667,10,290,476,0
0.5666666666666667,11,317,291,0
0.5666666666666667,21,259,306,0
0.5666666666666667,17,333,221,0
0.6,1,63,849,0
0.6,2,172,263,0
0.6,3,394,332,0
0.6,4,53,316,0
0.6,5,155,530,1
0.6,6,144,323,0
0.6,7,228,350,0
0.6,8,311,354,0
0.6,9,133,237,0
0.6,12,410,470,0
0.6,13,215,414,0
0.6,14,214,208,0
0.6,15,26,515,0
0.6,16,197,185,0
0.6,23,281,231,0
0.6,10,290,477,0
0.6,11,317,290,0
0.6,21,259,307,0
0.6,62,389,290,0
0.6,63,259,264,0
0.6333333333333333,2,172,263,0
0.6333333333333333,3,395,332,0
0.6333333333333333,4,52,316,0
0.6333333333333333,5,155,530,1
0.6333333333333333,6,143,324,0
0.6333333333333333,7,228,350,0
0.6333333333333333,8,311,354,0
0.6333333333333333,9,132,238,0
0.6333333333333333,12,410,471,0
0.6333333333333333,13,214,414,0
0.6333333333333333,14,214,208,0
0.6333333333333333,15,26,517,0
0.6333333333333333,16,196,185,0
0.6333333333333333,23,280,231,0
0.6333333333333333,10,289,478,0
0.6333333333333333,11,316,290,0
0.6333333333333333,21,258,306,0
0.6333333333333333,62,389,290,0
0.6333333333333333,63,259,264,0
0.6666666666666666,2,171,264,0
0.6666666666666666,3,395,332,0
0.6666666666666666,4,51,317,0
0.6666666666666666,5,154,531,1
0.6666666666666666,6,142,325,0
0.6666666666666666,7,227,350,0
0.6666666666666666,8,311,355,0
0.6666666666666666,9,132,238,0
0.6666666666666666,12,411,472,0
0.6666666666666666,13,214,415,0
0.6666666666666666,14,214,208,0
0.6666666666666666,15,25,519,0
0.6666666666666666,16,196,185,0
0.6666666666666666,23,280,231,0
0.6666666666666666,10,289,479,0
0.6666666666666666,11,316,290,0
0.6666666666666666,21,258,306,0
0.6666666666666666,62,389,290,0
0.6666666666666666,63,259,264,0
0.6666666666666666,68,61,846,0
0.7,1,60,851,0
0.7,2,171,264,0
0.7,3,396,332,0
0.7,4,50,318,0
0.7,5,154,533,1
0.7,6,141,327,0
0.7,7,227,350,0
0.7,8,310,355,0
0.7,9,131,238,0
0.7,12,411,474,0
0.7,13,214,415,0
0.7,14,214,208,0
0.7,15,24,521,0
0.7,16,196,185,0
0.7,23,280,230,0
0.7,10,289,480,0
0.7,11,316,290,0
0.7,21,258,307,0
0.7,62,389,290,0
0.7,63,259,264,0
0.7333333333333333,1,60,859,0
0.7333333333333333,2,171,265,0
0.7333333333333333,3,396,332,0
0.7333333333333333,4,49,319,0
0.7333333333333333,5,153,535,1
0.7333333333333333,6,141,328,0
0.7333333333333333,7,227,351,0
0.7333333333333333,8,310,355,0
0.7333333333333333,9,131,238,0
0.7333333333333333,12,412,475,0
0.7333333333333333,13,214,416,0
0.7333333333333333,14,213,208,0
0.7333333333333333,15,24,523,0
0.7333333333333333,16,196,185,0
0.7333333333333333,23,280,231,0
0.7333333333333333,10,289,481,0
0.7333333333333333,11,316,290,0
0.7333333333333333,21,258,307,0
0.7333333333333333,62,389,290,0
0.7333333333333333,63,259,264,0
0.7333333333333333,73,412,475,0
0.7666666666666667,1,59,865,0
0.7666666666666667,2,170,265,0
0.7666666666666667,3,396,332,0
0.7666666666666667,4,48,321,0
0.7666666666666667,5,153,536,1
0.7666666666666667,6,140,329,0
0.7666666666666667,7,227,351,0
0.7666666666666667,8,310,356,0
0.7666666666666667,9,130,239,0
0.7666666666666667,12,412,477,0
0.7666666666666667,13,213,417,0
0.7666666666666667,14,213,208,0
0.7666666666666667,15,23,525,1
0.7666666666666667,16,196,185,0
0.7666666666666667,23,280,230,0
0.7666666666666667,10,288,482,0
0.7666666666666667,11,316,290,0
0.7666666666666667,21,257,307,0
0.7666666666666667,62,390,290,0
0.7666666666666667,63,259,264,0
0.7666666666666667,73,412,477,0
0.8,1,58,869,0
0.8,2,169,265,0
0.8,3,396,333,0
0.8,4,47,322,0
0.8,5,153,538,1
0.8,6,139,330,0
0.8,7,227,351,0
0.8,8,310,356,0
0.8,9,130,239,0
0.8,12,413,479,0
0.8,13,213,418,0
0.8,14,213,208,0
0.8,15,23,528,1
0.8,16,195,186,0
0.8,23,279,230,0
0.8,10,288,483,0
0.8,11,316,290,0
0.8,21,257,308,0
0.8,62,390,291,0
0.8,63,259,264,0
0.8333333333333334,1,58,872,0
0.8333333333333334,2,168,266,0
0.8333333333333334,3,396,334,0
0.8333333333333334,4,43,323,0
0.8333333333333334,5,152,539,1
0.8333333333333334,6,138,331,0
0.8333333333333334,7,226,351,0
0.8333333333333334,8,310,356,0
0.8333333333333334,9,129,239,0
0.8333333333333334,12,413,480,0
0.8333333333333334,13,212,419,0
0.8333333333333334,14,213,208,0
0.8333333333333334,15,22,529,1
0.8333333333333334,16,195,185,0
0.8333333333333334,23,278,230,0
0.8333333333333334,10,288,485,0
0.8333333333333334,11,316,290,0
0.8333333333333334,21,257,308,0
0.8333333333333334,62,390,291,0
0.8333333333333334,63,259,264,0
0.8666666666666667,1,57,875,0
0.8666666666666667,2,167,267,0
0.8666666666666667,3,396,334,0
0.8666666666666667,4,42,324,0
0.8666666666666667,5,151,541,1
0.8666666666666667,6,137,333,0
0.8666666666666667,7,226,352,0
0.8666666666666667,8,310,356,0
0.8666666666666667,9,128,240,0
0.8666666666666667,12,413,482,0
0.8666666666666667,13,212,420,0
0.8666666666666667,14,212,208,0
0.8666666666666667,15,21,532,1
0.8666666666666667,16,194,185,0
0.8666666666666667,23,278,229,0
0.8666666666666667,10,288,486,0
0.8666666666666667,11,316,290,0
0.8666666666666667,21,257,308,0
0.8666666666666667,62,390,291,0
0.8666666666666667,63,258,264,0
0.9,1,56,877,0
0.9,2,166,267,0
0.9,3,396,335,0
0.9,4,41,325,0
0.9,5,151,542,1
0.9,6,136,333,0
0.9,7,226,352,0
0.9,8,310,357,0
0.9,9,127,240,0
0.9,12,414,483,0
0.9,13,212,420,0
0.9,14,212,208,0
0.9,15,20,534,1
0.9,16,194,185,0
0.9,23,278,229,0
0.9,10,288,487,0
0.9,11,315,290,0
0.9,21,257,308,0
0.9,62,390,291,0
0.9,63,258,264,0
0.9,78,414,483,0
0.9333333333333333,1,55,880,0
0.9333333333333333,2,166,268,0
0.9333333333333333,3,396,335,0
0.9333333333333333,4,39,325,0
0.9333333333333333,5,150,544,1
0.9333333333333333,6,135,334,0
0.9333333333333333,7,226,352,0
0.9333333333333333,8,310,357,0
0.9333333333333333,9,127,240,0
0.9333333333333333,12,414,484,0
0.9333333333333333,13,211,421,0
0.9333333333333333,14,211,208,0
0.9333333333333333,15,20,535,1
0.9333333333333333,16,194,185,0
0.9333333333333333,23,278,229,0
0.9333333333333333,10,287,488,0
0.9333333333333333,11,315,289,0
0.9333333333333333,21,256,308,0
0.9333333333333333,62,391,291,0
0.9333333333333333,63,258,263,0
0.9666666666666667,1,54,882,0
0.9666666666666667,2,165,268,0
0.9666666666666667,3,395,335,0
0.9666666666666667,4,38,326,0
0.9666666666666667,5,149,545,1
0.9666666666666667,6,135,335,0
0.9666666666666667,7,226,353,0
0.9666666666666667,8,310,357,0
0.9666666666666667,9,126,240,0
0.9666666666666667,12,415,486,0
0.9666666666666667,13,211,421,0
0.9666666666666667,14,211,208,0
0.9666666666666667,15,20,536,1
0.9666666666666667,16,193,185,0
0.9666666666666667,23,278,229,0
0.9666666666666667,10,287,489,0
0.9666666666666667,11,315,289,0
0.9666666666666667,21,256,308,0
0.9666666666666667,62,391,291,0
0.9666666666666667,63,258,263,0
0.9666666666666667,81,236,182,0
1.0,1,53,884,0
1.0,2,164,269,0
1.0,3,396,336,0
1.0,4,36,327,0
1.0,5,148,547,1
1.0,6,134,337,0
1.0,7,226,353,0
1.0,8,310,358,0
1.0,9,125,240,0
1.0,12,415,488,0
1.0,13,211,421,0
1.0,14,211,208,0
1.0,16,193,185,0
1.0,23,278,228,0
1.0,10,287,489,0
1.0,11,315,289,0
1.0,21,256,308,0
1.0,62,391,292,0
1.0,63,258,262,0
1.0,81,236,182,0
1.0333333333333334,2,163,269,0
1.0333333333333334,3,396,336,0
1.0333333333333334,4,34,328,0
1.0333333333333334,5,147,548,1
1.0333333333333334,6,133,338,0
1.0333333333333334,7,225,353,0
1.0333333333333334,8,310,358,0
1.0333333333333334,9,124,241,0
1.0333333333333334,12,415,489,0
1.0333333333333334,13,211,422,0
1.0333333333333334,14,210,207,0
1.0333333333333334,16,192,185,0
1.0333333333333334,23,278,227,0
1.0333333333333334,10,288,490,0
1.0333333333333334,11,315,289,0
1.0333333333333334,21,256,308,0
1.0333333333333334,62,391,292,0
1.0333333333333334,63,258,262,0
1.0333333333333334,81,236,181,0
1.0333333333333334,85,327,255,0
1.0333333333333334,46,386,248,0
1.0333333333333334,15,18,532,1
1.0666666666666667,2,163,270,0
1.0666666666666667,3,397,336,0
1.0666666666666667,4,33,329,0
1.0666666666666667,5,146,550,1
1.0666666666666667,6,133,339,0
1.0666666666666667,7,225,353,0
1.0666666666666667,8,310,358,0
1.0666666666666667,9,123,240,0
1.0666666666666667,12,415,491,0
1.0666666666666667,13,211,422,0
1.0666666666666667,14,210,207,0
1.0666666666666667,16,192,184,0
1.0666666666666667,23,277,227,0
1.0666666666666667,10,287,491,0
1.0666666666666667,11,315,289,0
1.0666666666666667,21,256,307,0
1.0666666666666667,62,391,292,0
1.0666666666666667,63,257,262,0
1.0666666666666667,81,235,181,0
1.0666666666666667,85,327,254,0
1.0666666666666667,46,386,248,0
1.1,2,163,270,0
1.1,3,397,336,0
1.1,4,32,330,0
1.1,5,145,551,1
1.1,6,132,340,0
1.1,7,224,353,0
1.1,8,310,358,0
1.1,9,121,240,0
1.1,12,415,492,0
1.1,13,211,422,0
1.1,14,210,207,0
1.1,23,277,227,0
1.1,10,287,492,0
1.1,11,316,289,0
1.1,21,256,307,0
1.1,62,391,292,0
1.1,63,257,262,0
1.1,81,235,181,0
1.1,85,327,254,0
1.1,46,386,248,0
1.1333333333333333,2,162,271,0
1.1333333333333333,3,397,336,0
1.1333333333333333,4,31,330,0
1.1333333333333333,5,145,552,1
1.1333333333333333,6,131,340,0
1.1333333333333333,7,224,353,0
1.1333333333333333,8,310,358,0
1.1333333333333333,9,121,240,0
1.1333333333333333,12,416,493,0
1.1333333333333333,13,211,423,0
1.1333333333333333,14,210,206,0
1.1333333333333333,23,277,227,0
1.1333333333333333,10,287,492,0
1.1333333333333333,11,316,289,0
1.1333333333333333,21,256,307,0
1.1333333333333333,62,391,292,0
1.1333333333333333,63,257,261,0
1.1333333333333333,81,234,180,0
1.1333333333333333,85,327,254,0
1.1333333333333333,46,386,248,0
1.1333333333333333,89,287,500,0
1.1333333333333333,15,17,525,1
1.1333333333333333,16,190,185,0
1.1666666666666667,2,162,271,0
1.1666666666666667,3,397,336,0
1.1666666666666667,4,30,331,0
1.1666666666666667,5,144,553,1
1.1666666666666667,6,131,341,0
1.1666666666666667,7,224,353,0
1.1666666666666667,8,310,358,0
1.1666666666666667,9,120,239,0
1.1666666666666667,12,416,494,0
1.1666666666666667,13,210,423,0
1.1666666666666667,14,210,206,0
1.1666666666666667,23,277,226,0
1.1666666666666667,10,286,493,0
1.1666666666666667,11,316,289,0
1.1666666666666667,21,255,307,0
1.1666666666666667,62,391,291,0
1.1666666666666667,63,257,261,0
1.1666666666666667,81,234,180,0
1.1666666666666667,85,327,253,0
1.1666666666666667,46,386,247,0
1.1666666666666667,89,286,495,0
1.1666666666666667,91,144,554,0
1.1666666666666667,16,190,185,0
1.2,2,161,271,0
1.2,3,397,336,0
1.2,4,29,331,0
1.2,5,143,555,1
1.2,6,130,342,0
1.2,7,223,354,0
1.2,8,310,358,0
1.2,9,120,240,0
1.2,12,416,496,0
1.2,13,210,424,0
1.2,14,209,206,0
1.2,23,277,226,0
1.2,10,286,494,0
1.2,11,316,289,0
1.2,21,255,307,0
1.2,62,391,291,0
1.2,63,257,260,0
1.2,81,234,180,0
1.2,85,327,252,0
1.2,46,386,246,0
1.2,89,286,494,0
1.2,16,190,186,0
1.2333333333333334,2,161,271,0
1.2333333333333334,3,396,337,0
1.2333333333333334,4,29,332,0
1.2333333333333334,5,142,557,1
1.2333333333333334,6,128,343,0
1.2333333333333334,7,223,354,0
1.2333333333333334,8,310,358,0
1.2333333333333334,9,119,240,0
1.2333333333333334,12,416,497,0
1.2333333333333334,13,209,424,0
1.2333333333333334,14,209,205,0
1.2333333333333334,23,277,226,0
1.2333333333333334,10,286,495,0
1.2333333333333334,11,316,289,0
1.2333333333333334,21,255,307,0
1.2333333333333334,63,257,260,0
1.2333333333333334,81,234,179,0
1.2333333333333334,85,327,252,0
1.2333333333333334,46,386,246,0
1.2333333333333334,16,189,186,0
1.2666666666666666,2,160,272,0
1.2666666666666666,3,396,337,0
1.2666666666666666,4,28,332,0
1.2666666666666666,5,141,558,1
1.2666666666666666,6,127,344,0
1.2666666666666666,7,223,354,0
1.2666666666666666,8,310,358,0
1.2666666666666666,9,118,240,0
1.2666666666666666,12,416,498,0
1.2666666666666666,13,209,425,0
1.2666666666666666,14,209,205,0
1.2666666666666666,23,277,226,0
1.2666666666666666,10,285,496,0
1.2666666666666666,11,316,289,0
1.2666666666666666,21,255,307,0
1.2666666666666666,63,257,259,0
1.2666666666666666,81,234,178,0
1.2666666666666666,85,327,252,0
1.2666666666666666,46,387,246,0
1.2666666666666666,16,189,185,0
1.2666666666666666,62,391,291,0
1.3,2,159,272,0
1.3,3,396,338,0
1.3,4,27,333,0
1.3,5,140,559,1
1.3,6,125,345,0
1.3,7,223,354,0
1.3,8,310,358,0
1.3,9,117,241,0
1.3,12,417,500,0
1.3,13,209,425,0
1.3,14,209,204,0
1.3,23,278,225,0
1.3,10,285,496,0
1.3,11,316,289,0
1.3,21,254,307,0
1.3,63,257,259,0
1.3,81,234,177,0
1.3,85,327,252,0
1.3,46,387,246,0
1.3,16,188,185,0
1.3,62,391,291,0
1.3333333333333333,2,158,272,0
1.3333333333333333,3,396,338,0
1.3333333333333333,4,26,335,0
1.3333333333333333,5,140,560,1
1.3333333333333333,6,124,346,0
1.3333333333333333,7,223,354,0
1.3333333333333333,8,310,359,0
1.3333333333333333,9,116,241,0
1.3333333333333333,12,417,501,0
1.3333333333333333,13,208,425,0
1.3333333333333333,14,208,204,0
1.3333333333333333,23,277,225,0
1.3333333333333333,10,285,498,0
1.3333333333333333,11,316,289,0
1.3333333333333333,21,254,306,0
1.3333333333333333,63,257,259,0
1.3333333333333333,85,327,252,0
1.3333333333333333,46,386,246,0
1.3333333333333333,16,188,185,0
1.3333333333333333,62,391,290,0
1.3666666666666667,2,157,272,0
1.3666666666666667,3,396,338,0
1.3666666666666667,4,26,335,0
1.3666666666666667,5,139,562,1
1.3666666666666667,6,123,348,0
1.3666666666666667,7,222,355,0
1.3666666666666667,8,310,359,0
1.3666666666666667,9,113,241,0
1.3666666666666667,12,418,502,0
1.3666666666666667,13,208,426,0
1.3666666666666667,14,208,204,0
1.3666666666666667,23,277,225,0
1.3666666666666667,10,284,499,0
1.3666666666666667,11,316,289,0
1.3666666666666667,21,254,306,0
1.3666666666666667,63,257,259,0
1.3666666666666667,85,327,252,0
1.3666666666666667,46,387,245,0
1.3666666666666667,16,187,186,0
1.3666666666666667,62,391,290,0
1.4,2,157,273,0
1.4,3,396,338,0
1.4,4,26,337,0
1.4,5,138,564,1
1.4,6,123,348,0
1.4,7,222,355,0
1.4,8,310,359,0
1.4,9,114,241,0
1.4,12,418,504,0
1.4,13,208,427,0
1.4,14,207,205,0
1.4,23,276,225,0
1.4,10,284,500,0
1.4,11,316,289,0
1.4,21,254,306,0
1.4,63,257,258,0
1.4,85,327,253,0
1.4,46,387,245,0
1.4,16,186,186,0
1.4,62,391,291,0
1.4,95,283,500,0
1.4,81,233,176,0
1.4333333333333333,2,156,274,0
1.4333333333333333,3,396,338,0
1.4333333333333333,4,25,338,0
1.4333333333333333,5,137,566,1
1.4333333333333333,6,122,349,0
1.4333333333333333,7,221,355,0
1.4333333333333333,8,310,359,0
1.4333333333333333,9,114,242,0
1.4333333333333333,12,419,506,0
1.4333333333333333,13,208,427,0
1.4333333333333333,14,206,205,0
1.4333333333333333,23,276,225,0
1.4333333333333333,10,283,502,0
1.4333333333333333,11,316,289,0
1.4333333333333333,21,254,306,0
1.4333333333333333,63,256,258,0
1.4333333333333333,85,327,252,0
1.4333333333333333,46,387,244,0
1.4333333333333333,16,185,185,0
1.4333333333333333,62,391,291,0
1.4333333333333333,95,284,501,0
1.4333333333333333,81,232,176,0
1.4666666666666666,2,155,274,0
1.4666666666666666,3,396,338,0
1.4666666666666666,4,25,339,0
