time,id,x1,y1,pass
0.0,1,244,344,0
0.0,2,107,1028,0
0.0,3,99,408,0
0.0,4,307,464,0
0.0,5,223,681,0
0.0,6,211,412,0
0.0,7,525,436,0
0.0,8,197,315,0
0.0,9,540,598,0
0.0,10,419,467,0
0.0,11,390,618,0
0.0,12,293,283,0
0.0,13,339,1207,0
0.0,14,692,329,0
0.0,15,348,411,0
0.0,16,628,352,0
0.0,17,295,546,0
0.0,18,50,638,0
0.0,19,424,391,0
0.0,20,272,253,0
0.0,21,50,639,0
0.0,22,108,1028,0
0.0,23,349,355,0
0.0,24,670,248,0
0.03336666666666667,1,243,344,0
0.03336666666666667,2,105,1035,0
0.03336666666666667,3,98,408,0
0.03336666666666667,4,307,465,0
0.03336666666666667,5,222,682,0
0.03336666666666667,6,210,414,0
0.03336666666666667,7,525,436,0
0.03336666666666667,8,196,315,0
0.03336666666666667,9,540,600,0
0.03336666666666667,10,418,468,0
0.03336666666666667,11,390,621,0
0.03336666666666667,12,293,283,0
0.03336666666666667,15,348,412,0
0.03336666666666667,17,295,546,0
0.03336666666666667,18,50,641,0
0.03336666666666667,20,272,253,0
0.03336666666666667,21,49,641,0
0.03336666666666667,23,349,355,0
0.06673333333333334,1,242,345,0
0.06673333333333334,2,102,1043,0
0.06673333333333334,3,95,410,0
0.06673333333333334,4,307,466,0
0.06673333333333334,5,220,684,0
0.06673333333333334,6,210,415,0
0.06673333333333334,7,525,437,0
0.06673333333333334,8,194,316,0
0.06673333333333334,9,540,602,0
0.06673333333333334,10,418,468,0
0.06673333333333334,11,391,622,0
0.06673333333333334,12,293,283,0
0.06673333333333334,15,347,412,0
0.06673333333333334,17,295,546,0
0.06673333333333334,18,48,644,0
0.06673333333333334,20,271,253,0
0.06673333333333334,21,49,644,0
0.06673333333333334,23,349,356,0
0.06673333333333334,19,423,389,0
0.10010000000000001,1,241,345,0
0.10010000000000001,2,100,1050,0
0.10010000000000001,3,94,410,0
0.10010000000000001,4,306,466,0
0.10010000000000001,5,220,686,0
0.10010000000000001,6,208,416,0
0.10010000000000001,7,525,437,0
0.10010000000000001,8,193,317,0
0.10010000000000001,9,541,603,0
0.10010000000000001,10,418,468,0
0.10010000000000001,11,390,624,0
0.10010000000000001,12,293,283,0
0.10010000000000001,17,294,546,0
0.10010000000000001,18,47,647,0
0.10010000000000001,20,271,253,0
0.10010000000000001,21,47,647,0
0.10010000000000001,23,348,356,0
0.10010000000000001,25,390,625,0
0.10010000000000001,19,423,389,0
0.13346666666666668,1,240,346,0
0.13346666666666668,2,98,1060,0
0.13346666666666668,3,93,411,0
0.13346666666666668,4,306,467,0
0.13346666666666668,5,219,688,0
0.13346666666666668,6,205,418,0
0.13346666666666668,7,526,438,0
0.13346666666666668,8,192,317,0
0.13346666666666668,9,542,605,0
0.13346666666666668,10,417,469,0
0.13346666666666668,11,390,625,0
0.13346666666666668,12,292,283,0
0.13346666666666668,17,294,547,0
0.13346666666666668,20,271,253,0
0.13346666666666668,21,46,650,0
0.13346666666666668,23,348,356,0
0.13346666666666668,25,390,625,0
0.13346666666666668,19,423,389,0
0.13346666666666668,28,626,338,0
0.16683333333333333,1,239,346,0
0.16683333333333333,2,97,1067,0
0.16683333333333333,3,92,411,0
0.16683333333333333,4,306,467,0
0.16683333333333333,5,219,690,0
0.16683333333333333,6,204,419,0
0.16683333333333333,7,526,438,0
0.16683333333333333,8,191,316,0
0.16683333333333333,9,542,606,0
0.16683333333333333,10,417,469,0
0.16683333333333333,11,390,626,0
0.16683333333333333,12,292,283,0
0.16683333333333333,17,293,548,0
0.16683333333333333,20,270,253,0
0.16683333333333333,21,45,653,0
0.16683333333333333,25,390,626,0
0.16683333333333333,19,423,390,0
0.16683333333333333,28,627,335,0
0.16683333333333333,33,389,627,0
0.20020000000000002,1,239,346,0
0.20020000000000002,2,96,1074,0
0.20020000000000002,3,90,413,0
0.20020000000000002,4,306,468,0
0.20020000000000002,5,218,691,0
0.20020000000000002,6,204,420,0
0.20020000000000002,7,526,439,0
0.20020000000000002,8,190,316,0
0.20020000000000002,9,543,608,0
0.20020000000000002,10,417,470,0
0.20020000000000002,11,390,627,0
0.20020000000000002,12,292,283,0
0.20020000000000002,17,293,549,0
0.20020000000000002,20,270,253,0
0.20020000000000002,21,45,656,0
0.20020000000000002,25,390,627,0
0.20020000000000002,19,423,390,0
